Squadra,Giornata,PPDA,Casa/Trasferta,Anno
Sampdoria,8,10.826086956521738,Casa,2022-23
Sampdoria,9,6.866666666666666,Trasferta,2022-23
Sampdoria,10,5.344827586206897,Casa,2022-23
Sampdoria,11,7.869565217391305,Trasferta,2022-23
Sampdoria,12,13.652173913043478,Trasferta,2022-23
Sampdoria,13,11.476190476190476,Casa,2022-23
Sampdoria,14,8.5,Trasferta,2022-23
Sampdoria,15,6.947368421052632,Casa,2022-23
Sampdoria,16,12.24,Trasferta,2022-23
Sampdoria,17,16.9,Casa,2022-23
Sampdoria,18,8.029411764705882,Trasferta,2022-23
Sampdoria,19,8.428571428571429,Casa,2022-23
Sampdoria,20,17.65,Trasferta,2022-23
Sampdoria,21,20.210526315789476,Trasferta,2022-23
Sampdoria,22,24.25,Casa,2022-23
Sampdoria,23,10.575757575757576,Casa,2022-23
Sampdoria,24,16.761904761904763,Trasferta,2022-23
Sampdoria,25,5.833333333333333,Casa,2022-23
Sampdoria,26,11.703703703703704,Trasferta,2022-23
Sampdoria,27,14.27777777777778,Casa,2022-23
Sampdoria,28,15.210526315789474,Trasferta,2022-23
Sampdoria,29,10.75,Casa,2022-23
Sampdoria,30,8.866666666666667,Trasferta,2022-23
Sampdoria,31,16.357142857142858,Casa,2022-23
Sampdoria,32,26.53846153846154,Trasferta,2022-23
Sampdoria,33,14.307692307692308,Casa,2022-23
Sampdoria,34,14.842105263157896,Trasferta,2022-23
Sampdoria,35,12.583333333333334,Casa,2022-23
Sampdoria,36,37.4,Trasferta,2022-23
Sampdoria,37,8.857142857142858,Casa,2022-23
Sampdoria,38,66.0,Trasferta,2022-23
Sassuolo,1,15.882352941176473,Trasferta,2022-23
Sassuolo,2,8.708333333333334,Casa,2022-23
Sassuolo,3,10.333333333333334,Trasferta,2022-23
Sassuolo,4,17.2,Casa,2022-23
Sassuolo,5,17.0,Trasferta,2022-23
Sassuolo,6,21.615384615384617,Casa,2022-23
Sassuolo,7,19.705882352941178,Trasferta,2022-23
Sassuolo,8,20.375,Casa,2022-23
Sassuolo,9,15.38888888888889,Casa,2022-23
Sassuolo,10,12.80952380952381,Trasferta,2022-23
Sassuolo,11,18.0,Casa,2022-23
Sassuolo,12,30.25,Trasferta,2022-23
Sassuolo,13,15.588235294117649,Trasferta,2022-23
Sassuolo,14,17.0,Casa,2022-23
Sassuolo,15,24.0,Trasferta,2022-23
Sassuolo,16,6.277777777777778,Casa,2022-23
Sassuolo,17,10.047619047619047,Trasferta,2022-23
Sassuolo,18,11.892857142857142,Casa,2022-23
Sassuolo,19,8.793103448275861,Trasferta,2022-23
Sassuolo,20,16.8,Trasferta,2022-23
Sassuolo,21,16.529411764705884,Casa,2022-23
Sassuolo,22,19.214285714285715,Trasferta,2022-23
Sassuolo,23,16.82608695652174,Casa,2022-23
Sassuolo,24,16.375,Trasferta,2022-23
Sassuolo,25,10.15,Casa,2022-23
Sassuolo,26,10.241379310344827,Trasferta,2022-23
Sassuolo,27,11.035714285714286,Casa,2022-23
Sassuolo,28,12.708333333333334,Casa,2022-23
Sassuolo,29,7.4,Trasferta,2022-23
Sassuolo,30,17.6,Casa,2022-23
Sassuolo,31,8.384615384615385,Trasferta,2022-23
Sassuolo,32,10.0,Casa,2022-23
Sassuolo,33,14.73913043478261,Trasferta,2022-23
Sassuolo,34,20.22222222222222,Casa,2022-23
Sassuolo,35,14.458333333333334,Trasferta,2022-23
Sassuolo,36,12.88,Casa,2022-23
Sassuolo,37,8.653846153846153,Trasferta,2022-23
Sassuolo,38,68.0,Casa,2022-23
Napoli,1,8.5,Trasferta,2022-23
Napoli,2,11.7,Casa,2022-23
Napoli,3,9.09375,Trasferta,2022-23
Napoli,4,5.1923076923076925,Casa,2022-23
Napoli,5,11.130434782608695,Trasferta,2022-23
Napoli,6,6.875,Casa,2022-23
Napoli,7,18.33333333333333,Trasferta,2022-23
Napoli,8,32.714285714285715,Casa,2022-23
Napoli,9,9.307692307692308,Trasferta,2022-23
Napoli,10,20.58823529411765,Casa,2022-23
Napoli,11,7.866666666666666,Trasferta,2022-23
Napoli,12,11.0625,Casa,2022-23
Napoli,13,22.7,Trasferta,2022-23
Napoli,14,4.785714285714286,Casa,2022-23
Napoli,15,11.555555555555555,Casa,2022-23
Napoli,16,11.764705882352942,Trasferta,2022-23
Napoli,17,8.142857142857142,Trasferta,2022-23
Napoli,18,9.454545454545457,Casa,2022-23
Napoli,19,6.7,Trasferta,2022-23
Napoli,20,16.533333333333335,Casa,2022-23
Napoli,21,4.65625,Trasferta,2022-23
Napoli,22,9.77777777777778,Casa,2022-23
Napoli,23,10.863636363636363,Trasferta,2022-23
Napoli,24,11.909090909090908,Trasferta,2022-23
Napoli,25,9.346153846153848,Casa,2022-23
Napoli,26,7.645161290322581,Casa,2022-23
Napoli,27,10.478260869565217,Trasferta,2022-23
Napoli,28,9.391304347826088,Casa,2022-23
Napoli,29,8.523809523809524,Trasferta,2022-23
Napoli,30,4.315789473684211,Casa,2022-23
Napoli,31,6.689655172413793,Trasferta,2022-23
Napoli,32,4.379310344827586,Casa,2022-23
Napoli,33,6.4,Trasferta,2022-23
Napoli,34,15.944444444444445,Casa,2022-23
Napoli,35,6.771428571428571,Trasferta,2022-23
Napoli,36,11.095238095238097,Casa,2022-23
Napoli,37,12.928571428571429,Trasferta,2022-23
Napoli,38,8.142857142857142,Casa,2022-23
Inter,1,5.708333333333333,Trasferta,2022-23
Inter,2,10.791666666666666,Casa,2022-23
Inter,3,15.045454545454543,Trasferta,2022-23
Inter,4,18.75,Casa,2022-23
Inter,5,14.176470588235292,Trasferta,2022-23
Inter,6,8.476190476190476,Casa,2022-23
Inter,7,9.0,Trasferta,2022-23
Inter,8,11.95,Casa,2022-23
Inter,9,10.88888888888889,Trasferta,2022-23
Inter,10,9.095238095238097,Casa,2022-23
Inter,11,13.63157894736842,Trasferta,2022-23
Inter,12,14.235294117647058,Casa,2022-23
Inter,13,12.217391304347826,Trasferta,2022-23
Inter,14,16.0,Casa,2022-23
Inter,15,13.647058823529411,Trasferta,2022-23
Inter,16,10.75,Casa,2022-23
Inter,17,9.8,Trasferta,2022-23
Inter,18,9.944444444444445,Casa,2022-23
Inter,19,14.541666666666666,Casa,2022-23
Inter,20,8.0,Trasferta,2022-23
Inter,21,7.583333333333333,Casa,2022-23
Inter,22,5.875,Trasferta,2022-23
Inter,23,6.8125,Casa,2022-23
Inter,24,10.22222222222222,Trasferta,2022-23
Inter,25,5.4,Casa,2022-23
Inter,26,5.909090909090909,Trasferta,2022-23
Inter,27,8.176470588235293,Casa,2022-23
Inter,28,6.133333333333334,Casa,2022-23
Inter,29,8.193548387096774,Trasferta,2022-23
Inter,30,11.153846153846152,Casa,2022-23
Inter,31,8.73076923076923,Trasferta,2022-23
Inter,32,8.10344827586207,Casa,2022-23
Inter,33,6.166666666666667,Trasferta,2022-23
Inter,34,12.476190476190476,Trasferta,2022-23
Inter,35,13.055555555555555,Casa,2022-23
Inter,36,22.4,Trasferta,2022-23
Inter,37,18.53333333333333,Casa,2022-23
Inter,38,16.083333333333332,Trasferta,2022-23
Atalanta,1,7.25,Trasferta,2022-23
Atalanta,2,14.545454545454543,Casa,2022-23
Atalanta,3,14.666666666666666,Trasferta,2022-23
Atalanta,4,12.045454545454543,Casa,2022-23
Atalanta,5,11.714285714285714,Trasferta,2022-23
Atalanta,6,6.592592592592593,Casa,2022-23
Atalanta,7,7.9743589743589745,Trasferta,2022-23
Atalanta,8,11.51851851851852,Casa,2022-23
Atalanta,9,13.909090909090908,Trasferta,2022-23
Atalanta,10,13.727272727272728,Casa,2022-23
Atalanta,11,15.076923076923077,Casa,2022-23
Atalanta,12,8.9,Trasferta,2022-23
Atalanta,13,13.75,Casa,2022-23
Atalanta,14,5.409090909090909,Trasferta,2022-23
Atalanta,15,19.466666666666665,Casa,2022-23
Atalanta,16,4.923076923076923,Trasferta,2022-23
Atalanta,17,10.923076923076923,Trasferta,2022-23
Atalanta,18,11.0,Casa,2022-23
Atalanta,19,12.26086956521739,Trasferta,2022-23
Atalanta,20,10.0,Casa,2022-23
Atalanta,21,15.0,Trasferta,2022-23
Atalanta,22,20.473684210526315,Trasferta,2022-23
Atalanta,23,5.7,Casa,2022-23
Atalanta,24,13.565217391304348,Trasferta,2022-23
Atalanta,25,5.961538461538462,Casa,2022-23
Atalanta,26,25.142857142857142,Trasferta,2022-23
Atalanta,27,5.230769230769231,Casa,2022-23
Atalanta,28,12.11111111111111,Trasferta,2022-23
Atalanta,29,15.333333333333334,Casa,2022-23
Atalanta,30,10.16,Trasferta,2022-23
Atalanta,31,14.130434782608695,Casa,2022-23
Atalanta,32,34.90909090909091,Trasferta,2022-23
Atalanta,33,7.705882352941177,Casa,2022-23
Atalanta,34,5.333333333333333,Casa,2022-23
Atalanta,35,8.515151515151516,Trasferta,2022-23
Atalanta,36,11.0,Casa,2022-23
Atalanta,37,14.5,Trasferta,2022-23
Atalanta,38,17.77777777777778,Casa,2022-23
Empoli,1,11.411764705882351,Trasferta,2022-23
Empoli,2,13.19047619047619,Casa,2022-23
Empoli,3,12.9,Trasferta,2022-23
Empoli,4,9.352941176470589,Casa,2022-23
Empoli,5,13.210526315789474,Trasferta,2022-23
Empoli,6,8.434782608695652,Casa,2022-23
Empoli,7,8.375,Trasferta,2022-23
Empoli,8,10.22222222222222,Casa,2022-23
Empoli,9,33.0,Trasferta,2022-23
Empoli,10,12.0,Casa,2022-23
Empoli,11,11.333333333333334,Trasferta,2022-23
Empoli,12,15.0,Casa,2022-23
Empoli,13,11.625,Casa,2022-23
Empoli,14,17.352941176470587,Trasferta,2022-23
Empoli,15,17.916666666666668,Casa,2022-23
Empoli,16,18.125,Trasferta,2022-23
Empoli,17,21.88235294117647,Trasferta,2022-23
Empoli,18,9.807692307692308,Casa,2022-23
Empoli,19,13.285714285714286,Trasferta,2022-23
Empoli,20,11.157894736842104,Casa,2022-23
Empoli,21,10.423076923076923,Trasferta,2022-23
Empoli,22,6.52,Casa,2022-23
Empoli,23,12.0,Trasferta,2022-23
Empoli,24,17.692307692307693,Casa,2022-23
Empoli,25,8.035714285714286,Trasferta,2022-23
Empoli,26,7.272727272727272,Casa,2022-23
Empoli,27,21.153846153846157,Trasferta,2022-23
Empoli,28,7.545454545454546,Casa,2022-23
Empoli,29,38.44444444444444,Trasferta,2022-23
Empoli,30,7.578947368421052,Trasferta,2022-23
Empoli,31,50.71428571428572,Casa,2022-23
Empoli,32,11.521739130434783,Trasferta,2022-23
Empoli,33,19.0,Casa,2022-23
Empoli,34,11.608695652173912,Casa,2022-23
Empoli,35,8.380952380952381,Trasferta,2022-23
Empoli,36,6.682926829268292,Casa,2022-23
Empoli,37,9.294117647058824,Trasferta,2022-23
Empoli,38,22.0,Casa,2022-23
Fiorentina,1,5.352941176470588,Casa,2022-23
Fiorentina,2,5.0625,Trasferta,2022-23
Fiorentina,3,13.52,Casa,2022-23
Fiorentina,4,5.588235294117647,Trasferta,2022-23
Fiorentina,5,7.117647058823529,Casa,2022-23
Fiorentina,6,8.842105263157896,Trasferta,2022-23
Fiorentina,7,6.129032258064516,Casa,2022-23
Fiorentina,8,9.1875,Trasferta,2022-23
Fiorentina,9,5.757575757575758,Casa,2022-23
Fiorentina,10,7.333333333333333,Trasferta,2022-23
Fiorentina,11,12.625,Casa,2022-23
Fiorentina,12,6.92,Trasferta,2022-23
Fiorentina,13,8.785714285714286,Trasferta,2022-23
Fiorentina,14,9.36,Casa,2022-23
Fiorentina,15,10.652173913043478,Trasferta,2022-23
Fiorentina,16,9.666666666666666,Casa,2022-23
Fiorentina,17,8.652173913043478,Casa,2022-23
Fiorentina,18,22.5,Trasferta,2022-23
Fiorentina,19,9.647058823529411,Casa,2022-23
Fiorentina,20,10.678571428571429,Trasferta,2022-23
Fiorentina,21,7.714285714285714,Casa,2022-23
Fiorentina,22,7.15625,Trasferta,2022-23
Fiorentina,23,6.913043478260869,Casa,2022-23
Fiorentina,24,8.916666666666666,Trasferta,2022-23
Fiorentina,25,12.333333333333334,Casa,2022-23
Fiorentina,26,7.52,Trasferta,2022-23
Fiorentina,27,7.318181818181818,Casa,2022-23
Fiorentina,28,17.375,Trasferta,2022-23
Fiorentina,29,4.03125,Casa,2022-23
Fiorentina,30,7.833333333333333,Casa,2022-23
Fiorentina,31,7.535714285714286,Trasferta,2022-23
Fiorentina,32,5.965517241379311,Casa,2022-23
Fiorentina,33,6.724137931034483,Trasferta,2022-23
Fiorentina,34,12.391304347826088,Trasferta,2022-23
Fiorentina,35,9.933333333333334,Casa,2022-23
Fiorentina,36,15.434782608695652,Trasferta,2022-23
Fiorentina,37,11.785714285714286,Casa,2022-23
Fiorentina,38,15.3,Trasferta,2022-23
AC Milan,1,8.666666666666666,Casa,2022-23
AC Milan,2,19.63636363636364,Trasferta,2022-23
AC Milan,3,8.085714285714285,Casa,2022-23
AC Milan,4,7.8125,Trasferta,2022-23
AC Milan,5,10.833333333333334,Casa,2022-23
AC Milan,6,10.958333333333334,Trasferta,2022-23
AC Milan,7,9.035714285714286,Casa,2022-23
AC Milan,8,7.526315789473684,Trasferta,2022-23
AC Milan,9,13.56,Casa,2022-23
AC Milan,10,13.636363636363637,Trasferta,2022-23
AC Milan,11,11.869565217391305,Casa,2022-23
AC Milan,12,7.666666666666667,Trasferta,2022-23
AC Milan,13,5.421052631578948,Casa,2022-23
AC Milan,14,5.611111111111111,Trasferta,2022-23
AC Milan,15,11.0,Casa,2022-23
AC Milan,16,8.722222222222221,Trasferta,2022-23
AC Milan,17,4.571428571428571,Casa,2022-23
AC Milan,18,4.565217391304348,Trasferta,2022-23
AC Milan,19,13.91304347826087,Trasferta,2022-23
AC Milan,20,5.037037037037037,Casa,2022-23
AC Milan,21,21.692307692307693,Trasferta,2022-23
AC Milan,22,10.407407407407408,Casa,2022-23
AC Milan,23,12.25,Trasferta,2022-23
AC Milan,24,12.409090909090908,Casa,2022-23
AC Milan,25,10.263157894736842,Trasferta,2022-23
AC Milan,26,5.5,Casa,2022-23
AC Milan,27,6.636363636363637,Trasferta,2022-23
AC Milan,28,15.347826086956522,Trasferta,2022-23
AC Milan,29,6.76,Casa,2022-23
AC Milan,30,8.928571428571429,Trasferta,2022-23
AC Milan,31,10.76923076923077,Casa,2022-23
AC Milan,32,9.705882352941176,Trasferta,2022-23
AC Milan,33,3.882352941176471,Casa,2022-23
AC Milan,34,11.06896551724138,Casa,2022-23
AC Milan,35,8.357142857142858,Trasferta,2022-23
AC Milan,36,10.956521739130435,Casa,2022-23
AC Milan,37,12.411764705882351,Trasferta,2022-23
AC Milan,38,4.642857142857143,Casa,2022-23
Torino,1,11.76,Trasferta,2022-23
Torino,2,16.0,Casa,2022-23
Torino,3,8.041666666666666,Trasferta,2022-23
Torino,4,7.56,Trasferta,2022-23
Torino,5,8.35,Casa,2022-23
Torino,6,11.185185185185183,Trasferta,2022-23
Torino,7,10.95,Casa,2022-23
Torino,8,10.37037037037037,Trasferta,2022-23
Torino,9,5.423076923076923,Casa,2022-23
Torino,10,14.125,Casa,2022-23
Torino,11,10.476190476190476,Trasferta,2022-23
Torino,12,16.133333333333333,Casa,2022-23
Torino,13,15.05,Trasferta,2022-23
Torino,14,9.2,Casa,2022-23
Torino,15,14.058823529411764,Trasferta,2022-23
Torino,16,9.0,Casa,2022-23
Torino,17,8.647058823529411,Trasferta,2022-23
Torino,18,9.142857142857142,Casa,2022-23
Torino,19,12.76,Trasferta,2022-23
Torino,20,15.571428571428571,Trasferta,2022-23
Torino,21,10.052631578947368,Casa,2022-23
Torino,22,7.962962962962963,Trasferta,2022-23
Torino,23,10.142857142857142,Casa,2022-23
Torino,24,11.285714285714286,Trasferta,2022-23
Torino,25,14.565217391304348,Casa,2022-23
Torino,26,14.4,Trasferta,2022-23
Torino,27,14.05,Casa,2022-23
Torino,28,21.5,Trasferta,2022-23
Torino,29,10.416666666666666,Casa,2022-23
Torino,30,10.8,Casa,2022-23
Torino,31,18.0,Trasferta,2022-23
Torino,32,16.428571428571427,Casa,2022-23
Torino,33,18.923076923076923,Trasferta,2022-23
Torino,34,12.9,Casa,2022-23
Torino,35,6.535714285714286,Trasferta,2022-23
Torino,36,10.789473684210526,Casa,2022-23
Torino,37,6.105263157894737,Trasferta,2022-23
Torino,38,30.357142857142858,Casa,2022-23
Lecce,1,17.25,Casa,2022-23
Lecce,2,14.217391304347826,Trasferta,2022-23
Lecce,3,11.708333333333334,Casa,2022-23
Lecce,4,10.82857142857143,Trasferta,2022-23
Lecce,5,13.789473684210526,Trasferta,2022-23
Lecce,6,7.08,Casa,2022-23
Lecce,7,21.4,Trasferta,2022-23
Lecce,8,11.23076923076923,Casa,2022-23
Lecce,9,19.11764705882353,Trasferta,2022-23
Lecce,10,11.75,Casa,2022-23
Lecce,11,13.411764705882351,Trasferta,2022-23
Lecce,12,21.0,Casa,2022-23
Lecce,13,7.0,Trasferta,2022-23
Lecce,14,8.484848484848484,Casa,2022-23
Lecce,15,6.25,Trasferta,2022-23
Lecce,16,10.47222222222222,Casa,2022-23
Lecce,17,8.4,Trasferta,2022-23
Lecce,18,14.333333333333334,Casa,2022-23
Lecce,19,5.7407407407407405,Trasferta,2022-23
Lecce,20,6.115384615384615,Casa,2022-23
Lecce,21,10.4375,Trasferta,2022-23
Lecce,22,7.685714285714286,Casa,2022-23
Lecce,23,11.703703703703704,Trasferta,2022-23
Lecce,24,7.6571428571428575,Casa,2022-23
Lecce,25,17.555555555555557,Trasferta,2022-23
Lecce,26,7.038461538461538,Casa,2022-23
Lecce,27,9.076923076923077,Trasferta,2022-23
Lecce,28,9.125,Trasferta,2022-23
Lecce,29,24.33333333333333,Casa,2022-23
Lecce,30,9.466666666666669,Casa,2022-23
Lecce,31,16.583333333333332,Trasferta,2022-23
Lecce,32,10.033333333333331,Casa,2022-23
Lecce,33,15.35,Trasferta,2022-23
Lecce,34,8.722222222222221,Casa,2022-23
Lecce,35,15.142857142857142,Trasferta,2022-23
Lecce,36,10.217391304347826,Casa,2022-23
Lecce,37,18.04,Trasferta,2022-23
Lecce,38,19.55,Casa,2022-23
Spezia,1,7.6571428571428575,Casa,2022-23
Spezia,2,37.55555555555556,Trasferta,2022-23
Spezia,3,12.083333333333334,Casa,2022-23
Spezia,4,13.91304347826087,Trasferta,2022-23
Spezia,5,14.36842105263158,Casa,2022-23
Spezia,6,15.833333333333334,Trasferta,2022-23
Spezia,7,4.878787878787879,Casa,2022-23
Spezia,8,17.043478260869566,Trasferta,2022-23
Spezia,9,8.84,Trasferta,2022-23
Spezia,10,6.37037037037037,Casa,2022-23
Spezia,11,8.523809523809524,Trasferta,2022-23
Spezia,12,6.954545454545454,Casa,2022-23
Spezia,13,9.541666666666666,Trasferta,2022-23
Spezia,14,14.0,Casa,2022-23
Spezia,15,5.461538461538462,Trasferta,2022-23
Spezia,16,15.6,Casa,2022-23
Spezia,17,6.857142857142857,Casa,2022-23
Spezia,18,22.133333333333333,Trasferta,2022-23
Spezia,19,9.088235294117649,Casa,2022-23
Spezia,20,12.875,Trasferta,2022-23
Spezia,21,13.22222222222222,Casa,2022-23
Spezia,22,23.066666666666663,Trasferta,2022-23
Spezia,23,6.46875,Casa,2022-23
Spezia,24,8.62962962962963,Trasferta,2022-23
Spezia,25,5.846153846153846,Casa,2022-23
Spezia,26,15.823529411764708,Casa,2022-23
Spezia,27,9.458333333333334,Trasferta,2022-23
Spezia,28,7.269230769230769,Casa,2022-23
Spezia,29,5.105263157894737,Trasferta,2022-23
Spezia,30,15.217391304347826,Casa,2022-23
Spezia,31,8.478260869565217,Trasferta,2022-23
Spezia,32,19.294117647058822,Casa,2022-23
Spezia,33,19.75,Trasferta,2022-23
Spezia,34,7.2105263157894735,Trasferta,2022-23
Spezia,35,11.473684210526317,Casa,2022-23
Spezia,36,6.65,Trasferta,2022-23
Spezia,37,9.578947368421051,Casa,2022-23
Spezia,38,18.352941176470587,Trasferta,2022-23
Salernitana,1,9.06896551724138,Casa,2022-23
Salernitana,2,7.037037037037037,Trasferta,2022-23
Salernitana,3,11.464285714285714,Casa,2022-23
Salernitana,4,7.84,Trasferta,2022-23
Salernitana,5,10.083333333333334,Casa,2022-23
Salernitana,6,16.666666666666668,Trasferta,2022-23
Salernitana,7,13.3125,Casa,2022-23
Salernitana,8,16.0,Trasferta,2022-23
Salernitana,9,12.5,Casa,2022-23
Salernitana,10,21.866666666666667,Trasferta,2022-23
Salernitana,11,14.333333333333334,Casa,2022-23
Salernitana,12,26.4,Trasferta,2022-23
Salernitana,13,13.466666666666669,Casa,2022-23
Salernitana,14,19.928571428571427,Trasferta,2022-23
Salernitana,15,24.4,Trasferta,2022-23
Salernitana,16,9.956521739130435,Casa,2022-23
Salernitana,17,17.266666666666666,Casa,2022-23
Salernitana,18,27.75,Trasferta,2022-23
Salernitana,19,35.84615384615385,Casa,2022-23
Salernitana,20,10.77777777777778,Trasferta,2022-23
Salernitana,21,10.714285714285714,Casa,2022-23
Salernitana,22,4.258064516129032,Trasferta,2022-23
Salernitana,23,23.42105263157895,Casa,2022-23
Salernitana,24,22.0,Casa,2022-23
Salernitana,25,10.26086956521739,Trasferta,2022-23
Salernitana,26,15.142857142857142,Trasferta,2022-23
Salernitana,27,28.46153846153846,Casa,2022-23
Salernitana,28,7.92,Trasferta,2022-23
Salernitana,29,21.8125,Casa,2022-23
Salernitana,30,15.19047619047619,Trasferta,2022-23
Salernitana,31,21.454545454545453,Casa,2022-23
Salernitana,32,19.4375,Trasferta,2022-23
Salernitana,33,7.6923076923076925,Casa,2022-23
Salernitana,34,9.703703703703704,Trasferta,2022-23
Salernitana,35,16.58823529411765,Casa,2022-23
Salernitana,36,21.466666666666665,Trasferta,2022-23
Salernitana,37,9.20689655172414,Casa,2022-23
Salernitana,38,12.25,Trasferta,2022-23
Monza,1,11.210526315789474,Casa,2022-23
Monza,2,13.61904761904762,Trasferta,2022-23
Monza,3,9.142857142857142,Casa,2022-23
Monza,4,12.6,Trasferta,2022-23
Monza,5,9.263157894736842,Casa,2022-23
Monza,6,8.36,Trasferta,2022-23
Monza,7,7.166666666666667,Casa,2022-23
Monza,8,7.481481481481482,Trasferta,2022-23
Monza,9,15.11111111111111,Casa,2022-23
Monza,10,6.275862068965517,Trasferta,2022-23
Monza,11,15.052631578947368,Trasferta,2022-23
Monza,12,13.947368421052632,Casa,2022-23
Monza,13,6.727272727272728,Casa,2022-23
Monza,14,18.125,Trasferta,2022-23
Monza,15,13.88888888888889,Casa,2022-23
Monza,16,14.833333333333334,Trasferta,2022-23
Monza,17,17.071428571428573,Casa,2022-23
Monza,18,10.666666666666666,Trasferta,2022-23
Monza,19,5.225806451612903,Casa,2022-23
Monza,20,25.6,Trasferta,2022-23
Monza,21,6.3,Casa,2022-23
Monza,22,15.875,Trasferta,2022-23
Monza,23,7.413793103448276,Casa,2022-23
Monza,24,9.782608695652174,Trasferta,2022-23
Monza,25,20.53846153846154,Casa,2022-23
Monza,26,9.857142857142858,Trasferta,2022-23
Monza,27,10.666666666666666,Casa,2022-23
Monza,28,14.0,Casa,2022-23
Monza,29,5.918918918918919,Trasferta,2022-23
Monza,30,24.5,Trasferta,2022-23
Monza,31,11.526315789473683,Casa,2022-23
Monza,32,8.346153846153847,Trasferta,2022-23
Monza,33,15.583333333333334,Casa,2022-23
Monza,34,18.285714285714285,Trasferta,2022-23
Monza,35,23.6,Casa,2022-23
Monza,36,14.25,Trasferta,2022-23
Monza,37,6.166666666666667,Casa,2022-23
Monza,38,18.714285714285715,Trasferta,2022-23
Cremonese,1,14.173913043478262,Trasferta,2022-23
Cremonese,2,7.035714285714286,Trasferta,2022-23
Cremonese,3,5.407407407407407,Casa,2022-23
Cremonese,4,12.166666666666666,Trasferta,2022-23
Cremonese,5,10.541666666666666,Casa,2022-23
Cremonese,6,8.925925925925926,Trasferta,2022-23
Cremonese,7,10.77777777777778,Casa,2022-23
Cremonese,8,8.695652173913043,Trasferta,2022-23
Cremonese,9,17.5,Casa,2022-23
Cremonese,10,8.565217391304348,Trasferta,2022-23
Cremonese,11,8.5,Casa,2022-23
Cremonese,12,16.41176470588235,Casa,2022-23
Cremonese,13,9.5,Trasferta,2022-23
Cremonese,14,21.375,Casa,2022-23
Cremonese,15,14.470588235294118,Trasferta,2022-23
Cremonese,16,16.933333333333334,Casa,2022-23
Cremonese,17,9.27777777777778,Trasferta,2022-23
Cremonese,18,8.0,Casa,2022-23
Cremonese,19,19.57894736842105,Trasferta,2022-23
Cremonese,20,36.22222222222222,Casa,2022-23
Cremonese,21,10.125,Casa,2022-23
Cremonese,22,21.9,Trasferta,2022-23
Cremonese,23,17.105263157894736,Trasferta,2022-23
Cremonese,24,11.057142857142855,Casa,2022-23
Cremonese,25,10.166666666666666,Trasferta,2022-23
Cremonese,26,13.11111111111111,Casa,2022-23
Cremonese,27,15.178571428571429,Trasferta,2022-23
Cremonese,28,13.173913043478262,Casa,2022-23
Cremonese,29,9.44,Trasferta,2022-23
Cremonese,30,18.2,Casa,2022-23
Cremonese,31,10.208333333333334,Trasferta,2022-23
Cremonese,32,11.333333333333334,Casa,2022-23
Cremonese,33,17.807692307692307,Trasferta,2022-23
Cremonese,34,27.58333333333333,Casa,2022-23
Cremonese,35,23.9375,Trasferta,2022-23
Cremonese,36,16.62962962962963,Casa,2022-23
Cremonese,37,30.4,Trasferta,2022-23
Cremonese,38,12.866666666666667,Casa,2022-23
